cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
14100687,98132445721,1195056617,4/14/2016,,48,1,48,,,2538346,BEAUTY,COSMETICS
14100687,98132445721,1183866925,2/14/2016,,48,1,48,,,2538346,BEAUTY,COSMETICS
10961516,706255000000,1205526883,07-06-2016,6/26/2016,33.99,1,33.99,1,33.99,4836023,HOME,SOFT HOME
10961516,706255000000,1206858560,6/13/2016,,31.99,1,31.99,,,4836023,HOME,SOFT HOME
15823027,706255000000,1187908502,12-03-2016,,31.99,1,31.99,,,4836023,HOME,SOFT HOME
15823027,706255000000,1188106239,12-03-2016,,31.99,1,31.99,,,4836023,HOME,SOFT HOME
11764676,706257000000,1249433062,05-11-2016,11/15/2016,24.99,1,24.99,1,24.99,5215054,READY TO WEAR,SPECIAL SIZES
11764676,706257000000,MD16410604391,04-11-2016,11/15/2016,23.74,1,23.74,1,23.74,5215054,READY TO WEAR,SPECIAL SIZES
13090332,888374000000,1215121260,7/21/2016,,14.81,1,14.81,,,2555446,READY TO WEAR,MILLENNIAL/DENIM
13090332,888374000000,1214848173,7/21/2016,,14.81,3,44.43,,,2555446,READY TO WEAR,MILLENNIAL/DENIM
13090332,888374000000,1215340983,7/22/2016,,14.96,2,29.92,,,2555446,READY TO WEAR,MILLENNIAL/DENIM
13090332,888374000000,1214729376,7/21/2016,,14.82,3,44.46,,,2555446,READY TO WEAR,MILLENNIAL/DENIM
13090332,888374000000,1214375391,7/21/2016,,14.81,3,44.43,,,2555446,READY TO WEAR,MILLENNIAL/DENIM
13090332,888374000000,1209649629,6/30/2016,8/25/2016,25.86,1,25.86,1,25.86,2555446,READY TO WEAR,MILLENNIAL/DENIM
13090332,888374000000,1214372382,7/21/2016,,14.82,3,44.46,,,2555446,READY TO WEAR,MILLENNIAL/DENIM
11631844,847873000000,1205395381,05-06-2016,,27.99,1,27.99,,,2563430,READY TO WEAR,CLASSIFICATIONS
11631844,847873000000,1201145195,08-05-2016,,35.69,1,35.69,,,2563430,READY TO WEAR,CLASSIFICATIONS
10187651,51243071715,1346776941,12/16/2016,12/30/2016,111.99,1,111.99,1,89.6,2584994,HOME,SOFT HOME
10187651,51243071715,PJ16121115737,12/21/2016,,89.6,1,89.6,,,2584994,HOME,SOFT HOME
11874696,190049000000,1187855060,10-03-2016,,59.99,1,59.99,,,2594724,READY TO WEAR,COLLECTIONS RTW
11874696,190049000000,1199583165,02-05-2016,,56.24,1,56.24,,,2594724,READY TO WEAR,COLLECTIONS RTW
10145555,704625000000,1199616676,02-05-2016,,21.74,1,21.74,,,4646318,READY TO WEAR,CASUAL RTW
10145555,704625000000,1200579432,06-05-2016,,19.99,1,19.99,,,4646318,READY TO WEAR,CASUAL RTW
10145555,704625000000,1203948298,5/28/2016,6/14/2016,24.99,1,24.99,1,24.99,4646318,READY TO WEAR,CASUAL RTW
10145555,704625000000,1199616676,02-05-2016,,21.74,1,21.74,,,4646318,READY TO WEAR,CASUAL RTW
10145555,704625000000,1200579432,06-05-2016,,19.99,1,19.99,,,4646318,READY TO WEAR,CASUAL RTW
14061281,704625000000,1206354953,12-06-2016,,20.99,1,20.99,,,4646318,READY TO WEAR,CASUAL RTW
14061281,704625000000,1212031346,7/17/2016,,7.28,1,7.28,,,4646318,READY TO WEAR,CASUAL RTW
11235054,609716000000,1249353453,9/29/2016,,26.99,1,26.99,,,4646318,READY TO WEAR,CASUAL RTW
11235054,609716000000,1202502576,5/19/2016,8/23/2016,11.76,1,11.76,1,11.76,4646318,READY TO WEAR,CASUAL RTW
14201070,787166000000,1204633992,5/31/2016,6/13/2016,24.99,1,24.99,1,24.99,4646318,READY TO WEAR,CASUAL RTW
14201070,787166000000,1210081324,03-07-2016,7/13/2016,19.99,1,19.99,1,19.99,4646318,READY TO WEAR,CASUAL RTW
10187375,888172000000,1188398965,3/13/2016,,20.24,4,80.96,,,2600799,CENTER CORE,INTIMATE APPAREL/HOSIERY
10187375,888172000000,1192564867,04-04-2016,,21.59,3,64.77,,,2600799,CENTER CORE,INTIMATE APPAREL/HOSIERY
10187375,888172000000,1187349627,07-03-2016,,21.59,3,64.77,,,2600799,CENTER CORE,INTIMATE APPAREL/HOSIERY
13479227,706254000000,1207587349,6/18/2016,,11.89,1,11.89,,,2601921,READY TO WEAR,SPECIAL SIZES
13479227,706254000000,1208700721,6/26/2016,02-07-2016,10.39,1,10.39,1,10.39,2601921,READY TO WEAR,SPECIAL SIZES
14342293,872078000000,1312544538,11/25/2016,,129.99,1,129.99,,,2602249,HOME,SOFT HOME
14342293,872078000000,1308817128,11/25/2016,07-12-2016,129.99,1,129.99,1,129.99,2602249,HOME,SOFT HOME
10892626,71160096691,1310230683,11/25/2016,12-12-2016,15.99,1,15.99,1,15.99,2603297,HOME,SOFT HOME
10892626,71160096691,1306174809,11/24/2016,12-12-2016,15.79,1,15.79,1,15.79,2603297,HOME,SOFT HOME
11522459,706255000000,1202281420,5/18/2016,,14.99,1,14.99,,,2618346,MENS & KIDS,TOTAL MENS
11522459,706255000000,1203007352,5/24/2016,,17.99,1,17.99,,,2618346,MENS & KIDS,TOTAL MENS
11483003,794894000000,1206624980,12-06-2016,6/18/2016,32.89,1,32.89,1,32.89,2625254,READY TO WEAR,COLLECTIONS RTW
11483003,794894000000,1206291646,11-06-2016,6/18/2016,29.59,1,29.59,1,29.59,2625254,READY TO WEAR,COLLECTIONS RTW
10374514,190049000000,1203160865,5/22/2016,,110.99,1,110.99,,,2626885,CENTER CORE,HANDBAGS & ACCESSORIES
10374514,190049000000,1185566837,2/24/2016,4/19/2016,148.5,1,148.5,1,148.5,2626885,CENTER CORE,HANDBAGS & ACCESSORIES
15654058,9349470000000,1197584224,4/24/2016,,62.24,1,62.24,,,2637642,READY TO WEAR,SPECIAL SIZES
15654058,9349470000000,1190876473,3/26/2016,08-05-2016,95.2,1,95.2,1,95.2,2637642,READY TO WEAR,SPECIAL SIZES
14088090,706255000000,1325891001,01-12-2016,,17.99,1,17.99,,,2639906,HOME,SOFT HOME
14088090,706255000000,1303128927,11/23/2016,,15.97,1,15.97,,,2639906,HOME,SOFT HOME
11543445,706255000000,1295002527,12-11-2016,11/29/2016,33.99,1,33.99,1,33.99,5607628,MENS & KIDS,TOTAL MENS
11543445,706255000000,1304048415,11/23/2016,,24.99,1,24.99,,,5607628,MENS & KIDS,TOTAL MENS
11292144,888374000000,1182259555,06-02-2016,2/19/2016,78,1,78,1,78,2645446,READY TO WEAR,MILLENNIAL/DENIM
11292144,888374000000,1193854812,08-04-2016,12-05-2016,78,1,78,1,78,2645446,READY TO WEAR,MILLENNIAL/DENIM
10856702,706255000000,1187149604,06-03-2016,,11.7,1,11.7,,,2652001,READY TO WEAR,CASUAL RTW
10856702,706255000000,1185195356,2/20/2016,07-04-2016,17.99,1,17.99,1,17.99,2652001,READY TO WEAR,CASUAL RTW
11294427,706255000000,1190520405,3/25/2016,,13.99,1,13.99,,,2652001,READY TO WEAR,CASUAL RTW
11294427,706255000000,1195146230,4/14/2016,,22.15,1,22.15,,,2652001,READY TO WEAR,CASUAL RTW
11294427,706255000000,1194967179,4/14/2016,,24.99,1,24.99,,,2652001,READY TO WEAR,CASUAL RTW
14741497,889177000000,1194184018,11-04-2016,4/16/2016,59.99,1,59.99,1,59.99,2652586,READY TO WEAR,COLLECTIONS RTW
14741497,889177000000,1202007379,5/14/2016,5/18/2016,59.99,1,59.99,1,59.99,2652586,READY TO WEAR,COLLECTIONS RTW
15364281,722885000000,MR16131214388,3/21/2016,3/30/2016,46.75,1,46.75,1,46.75,2656645,HOME,SOFT HOME
15364281,722885000000,1195288472,4/15/2016,,22.99,2,45.98,,,2656645,HOME,SOFT HOME
14423815,822980000000,1235225070,04-09-2016,,14.99,1,14.99,,,2656796,READY TO WEAR,CASUAL RTW
14423815,822980000000,1201138564,09-05-2016,,31.6,1,31.6,,,2656796,READY TO WEAR,CASUAL RTW
14168856,881863000000,1216490034,7/27/2016,06-08-2016,40,1,40,1,40,2668336,MENS & KIDS,TOTAL MENS
14168856,881863000000,1215741738,7/27/2016,09-08-2016,40,1,40,1,40,2668336,MENS & KIDS,TOTAL MENS
14168856,881863000000,1215591825,7/27/2016,06-08-2016,40,1,40,1,40,2668336,MENS & KIDS,TOTAL MENS
10355477,19843872125,1219399710,05-08-2016,8/15/2016,39.99,1,39.99,1,39.99,5523579,CENTER CORE,WOMENS SHOES
10355477,19843872125,1220179818,05-08-2016,,31.99,1,31.99,,,5523579,CENTER CORE,WOMENS SHOES
14250274,646131000000,1197650846,4/23/2016,5/13/2016,42.99,1,42.99,1,42.99,2677753,READY TO WEAR,CASUAL RTW
14250274,646131000000,1209841702,02-07-2016,,19.99,1,19.99,,,2677753,READY TO WEAR,CASUAL RTW
11865965,885020000000,1213856385,7/20/2016,,50.99,1,50.99,,,5595773,CENTER CORE,WOMENS SHOES
11865965,885020000000,1204842369,03-06-2016,,59.99,1,59.99,,,5595773,CENTER CORE,WOMENS SHOES
12757192,887848000000,1232056992,8/29/2016,,11.99,1,11.99,,,2681515,MENS & KIDS,TOTAL CHILDRENS
12757192,887848000000,1211760319,7/15/2016,,11.99,1,11.99,,,2681515,MENS & KIDS,TOTAL CHILDRENS
11313164,91208699080,1264562884,1/22/2017,,48.75,1,48.75,,,2683129,READY TO WEAR,MISSY TOTAL ACTIVE
11313164,91208699080,1371860544,1/14/2017,1/27/2017,49.99,1,49.99,1,49.99,2683129,READY TO WEAR,MISSY TOTAL ACTIVE
11926117,889320000000,1198561829,4/27/2016,08-05-2016,31.49,1,31.49,1,31.49,5343057,MENS & KIDS,TOTAL MENS
11926117,889320000000,1198412127,4/27/2016,,31.49,1,31.49,,,5343057,MENS & KIDS,TOTAL MENS
10721305,39307741408,1194167837,09-04-2016,02-05-2016,39.99,1,39.99,1,39.99,5637094,MENS & KIDS,TOTAL MENS
10721305,39307741408,1190060841,3/23/2016,01-04-2016,39.99,1,39.99,1,39.99,5637094,MENS & KIDS,TOTAL MENS
10160886,759881000000,1198450947,4/28/2016,11-06-2016,65.99,1,65.99,1,65.99,2687032,READY TO WEAR,MILLENNIAL/DENIM
10160886,759881000000,1191736583,3/31/2016,,59.99,1,59.99,,,2687032,READY TO WEAR,MILLENNIAL/DENIM
12274386,744200000000,1195448314,4/15/2016,02-06-2016,19.99,1,19.99,1,19.99,2692598,READY TO WEAR,MILLENNIAL/DENIM
12274386,744200000000,1205236413,04-06-2016,,11.99,1,11.99,,,2692598,READY TO WEAR,MILLENNIAL/DENIM
13042461,617090000000,1200901817,07-05-2016,5/17/2016,27.99,2,55.98,3,83.97,2698852,READY TO WEAR,CASUAL RTW
13042461,617090000000,1198640408,4/28/2016,,22.49,1,22.49,,,2698852,READY TO WEAR,CASUAL RTW
12081765,706255000000,1198595909,4/27/2016,5/13/2016,55.99,1,55.99,1,55.99,2707637,READY TO WEAR,COLLECTIONS RTW
12081765,706255000000,1189726564,3/20/2016,3/29/2016,39.99,1,39.99,1,39.99,2707637,READY TO WEAR,COLLECTIONS RTW
10497174,882865000000,1193126326,05-04-2016,4/14/2016,15,1,15,1,15,2711663,HOME,SOFT HOME
10497174,882865000000,1192826071,05-04-2016,4/14/2016,15,6,90,4,60,2711663,HOME,SOFT HOME
10497174,882865000000,1193527123,06-04-2016,,12.74,6,76.44,,,2711663,HOME,SOFT HOME
10497174,882865000000,1195246640,4/15/2016,,11.32,1,11.32,,,2711663,HOME,SOFT HOME
10497174,882865000000,1193357166,06-04-2016,,12.74,2,25.48,,,2711663,HOME,SOFT HOME
12636476,841060000000,1227205146,8/21/2016,,7.99,1,7.99,,,2719881,READY TO WEAR,MILLENNIAL/DENIM
12636476,841060000000,1223097231,8/13/2016,07-09-2016,11.24,1,11.24,1,11.24,2719881,READY TO WEAR,MILLENNIAL/DENIM
12017937,889588000000,1314213231,11/26/2016,03-12-2016,152,1,152,1,152,2725210,MENS & KIDS,TOTAL MENS
12017937,889588000000,1324919493,01-12-2016,12/29/2016,133,1,133,1,133,2725210,MENS & KIDS,TOTAL MENS
12918585,822981000000,1226991012,8/20/2016,,15.99,1,15.99,,,2741367,READY TO WEAR,MILLENNIAL/DENIM
12918585,822981000000,1249334946,9/30/2016,,11.99,1,11.99,,,2741367,READY TO WEAR,MILLENNIAL/DENIM
13674676,721685000000,1249927437,9/29/2016,,31.19,1,31.19,,,2752727,MENS & KIDS,TOTAL MENS
13674676,721685000000,1234908303,03-09-2016,9/13/2016,31.19,1,31.19,1,31.19,2752727,MENS & KIDS,TOTAL MENS
14031963,740040000000,1272534102,10/26/2016,,35.2,1,35.2,,,2754384,CENTER CORE,INTIMATE APPAREL/HOSIERY
14031963,740040000000,1246635934,02-11-2016,1/29/2017,30.8,4,123.2,4,123.2,2754384,CENTER CORE,INTIMATE APPAREL/HOSIERY
11736202,849986000000,1243906521,9/19/2016,9/23/2016,79.5,1,79.5,1,79.5,2758419,HOME,BIG TICKET
11736202,849986000000,RS16290261335,9/22/2016,,63.99,1,63.99,,,2758419,HOME,BIG TICKET
14272011,689887000000,1219758111,04-08-2016,10-08-2016,63.2,1,63.2,1,63.2,2761673,READY TO WEAR,CLASSIFICATIONS
14272011,689887000000,1202747032,5/20/2016,,79,1,79,,,2761673,READY TO WEAR,CLASSIFICATIONS
10360357,190328000000,1347374922,12/17/2016,,59.99,1,59.99,,,2769338,MENS & KIDS,TOTAL MENS
10360357,190328000000,1347667026,12/17/2016,,59.99,1,59.99,,,2769338,MENS & KIDS,TOTAL MENS
15472488,888374000000,1222670676,10-08-2016,,22.49,1,22.49,,,2771130,READY TO WEAR,MILLENNIAL/DENIM
15472488,888374000000,1232023017,8/28/2016,,14.99,1,14.99,,,2771130,READY TO WEAR,MILLENNIAL/DENIM
13577985,842164000000,1360657656,12/31/2016,,39.99,1,39.99,,,2781002,HOME,SOFT HOME
13577985,842164000000,1337156739,11-12-2016,02-01-2017,55.99,1,55.99,1,55.99,2781002,HOME,SOFT HOME
13640093,190328000000,1356488196,12/27/2016,,59.99,1,59.99,,,2781511,MENS & KIDS,TOTAL MENS
13640093,190328000000,1356218907,12/27/2016,09-01-2017,59.99,1,59.99,1,59.99,2781511,MENS & KIDS,TOTAL MENS
13640093,190328000000,1355981544,12/27/2016,09-01-2017,59.99,1,59.99,1,59.99,2781511,MENS & KIDS,TOTAL MENS
11659712,23878194152,UG16100265210,10/21/2016,,99.99,1,99.99,,,2789719,HOME,SOFT HOME
11659712,23878194152,1270278735,10/25/2016,10/29/2016,119.99,1,119.99,1,119.99,2789719,HOME,SOFT HOME
12249030,883662000000,1330248831,03-12-2016,,76.99,1,76.99,,,2792291,READY TO WEAR,CLASSIFICATIONS
12249030,883662000000,1334841894,09-12-2016,12/30/2016,89.99,1,89.99,1,89.99,2792291,READY TO WEAR,CLASSIFICATIONS
15639106,190049000000,1220556576,05-08-2016,,156.45,2,312.9,,,2798612,CENTER CORE,HANDBAGS & ACCESSORIES
15639106,190049000000,1220796852,05-08-2016,,156.45,1,156.45,,,2798612,CENTER CORE,HANDBAGS & ACCESSORIES
13457019,889609000000,1329218073,04-12-2016,12/19/2016,104.99,1,104.99,1,104.99,2801496,READY TO WEAR,CLASSIFICATIONS
13457019,889609000000,1329816963,04-12-2016,02-03-2017,104.99,1,104.99,1,104.99,2801496,READY TO WEAR,CLASSIFICATIONS
10956061,706256000000,1222938354,12-08-2016,,22.49,1,22.49,,,2803707,READY TO WEAR,SPECIAL SIZES
10956061,706256000000,1227145215,8/21/2016,,24.99,1,24.99,,,2803707,READY TO WEAR,SPECIAL SIZES
10606797,706255000000,1215264921,7/24/2016,,14.99,1,14.99,,,5641501,MENS & KIDS,TOTAL MENS
10606797,706255000000,1187986402,12-03-2016,,23.99,1,23.99,,,5641501,MENS & KIDS,TOTAL MENS
14296506,636203000000,1203891311,5/29/2016,04-06-2016,43.99,1,43.99,1,43.99,5647891,READY TO WEAR,COLLECTIONS RTW
14296506,636203000000,1203826575,5/27/2016,04-06-2016,34.99,1,34.99,1,34.99,5647891,READY TO WEAR,COLLECTIONS RTW
13956442,71691496700,1211646521,7/14/2016,7/22/2016,10.99,1,10.99,1,10.99,2826579,HOME,SOFT HOME
13956442,71691496700,1215795000,7/26/2016,02-10-2016,11.77,1,11.77,1,11.77,2826579,HOME,SOFT HOME
14788983,190329000000,1353444780,12/21/2016,,39.99,1,39.99,,,2833883,MENS & KIDS,TOTAL MENS
14788983,190329000000,1355747157,12/23/2016,,39.99,1,39.99,,,2833883,MENS & KIDS,TOTAL MENS
10000242,706256000000,1300439529,11/16/2016,,7.74,1,7.74,,,2837929,READY TO WEAR,SPECIAL SIZES
10000242,706256000000,1289184165,08-11-2016,01-12-2016,11.99,1,11.99,1,11.99,2837929,READY TO WEAR,SPECIAL SIZES
15637647,888768000000,1309986657,11/25/2016,,8,1,8,,,2839417,MENS & KIDS,TOTAL CHILDRENS
15637647,888768000000,1307478723,11/25/2016,,8,1,8,,,2839417,MENS & KIDS,TOTAL CHILDRENS
15637647,888768000000,1309178613,11/25/2016,,8,1,8,,,2839417,MENS & KIDS,TOTAL CHILDRENS
15095436,706256000000,1260801681,10/13/2016,03-12-2016,18.74,1,18.74,1,18.74,2840247,READY TO WEAR,SPECIAL SIZES
15095436,706256000000,1223369262,8/14/2016,,29.99,1,29.99,,,2840247,READY TO WEAR,SPECIAL SIZES
13828789,883465000000,1313931357,11/26/2016,08-12-2016,24.99,1,24.99,1,24.99,2841477,MENS & KIDS,TOTAL MENS
13828789,883465000000,1314032961,11/26/2016,,24.99,1,24.99,,,2841477,MENS & KIDS,TOTAL MENS
10875698,825444000000,1207438043,6/18/2016,,9.77,1,9.77,,,2851760,CENTER CORE,WOMENS SHOES
10875698,825444000000,1209340001,6/29/2016,,16.52,1,16.52,,,2851760,CENTER CORE,WOMENS SHOES
14636239,3605970000000,1297087410,11/13/2016,11-01-2017,95.03,1,95.03,1,95.03,2857013,BEAUTY,COSMETICS
14636239,3605970000000,1250927587,06-11-2016,,119,1,119,,,2857013,BEAUTY,COSMETICS
10293654,706256000000,1300520238,11/19/2016,12/20/2016,10.98,1,10.98,1,10.98,2861771,READY TO WEAR,SPECIAL SIZES
10293654,706256000000,1300310388,11/19/2016,,10.98,1,10.98,,,2861771,READY TO WEAR,SPECIAL SIZES
12625838,888826000000,1219773213,02-08-2016,8/15/2016,59.5,1,59.5,1,59.5,2864771,READY TO WEAR,MILLENNIAL/DENIM
12625838,888826000000,1219946988,05-08-2016,10-09-2016,34.99,1,34.99,1,34.99,2864771,READY TO WEAR,MILLENNIAL/DENIM
14208209,788627000000,1324460001,11/30/2016,11-12-2016,69.99,1,69.99,1,69.99,2865808,MENS & KIDS,TOTAL MENS
14208209,788627000000,1339996506,11-12-2016,12/23/2016,69.99,1,69.99,1,69.99,2865808,MENS & KIDS,TOTAL MENS
13946912,734737000000,1362728160,03-01-2017,,59.97,1,59.97,,,2867798,HOME,SOFT HOME
11370505,734737000000,1356303921,12/26/2016,,41.98,1,41.98,,,2867798,HOME,SOFT HOME
11370505,734737000000,1355565279,12/22/2016,,48.16,1,48.16,,,2867798,HOME,SOFT HOME
13946912,734737000000,1360363662,01-01-2017,,50.97,1,50.97,,,2867798,HOME,SOFT HOME
10852379,887035000000,JG16500421210,04-10-2016,10/19/2016,17.99,2,35.98,2,35.98,2868673,MENS & KIDS,TOTAL MENS
10852379,887035000000,JG16600611288,10/26/2016,,11.89,2,23.78,,,2868673,MENS & KIDS,TOTAL MENS
11278681,689440000000,1266008410,1/31/2017,02-02-2017,35.99,1,35.99,1,35.99,2870570,READY TO WEAR,COLLECTIONS RTW
11278681,689440000000,1264441018,1/22/2017,02-02-2017,47.6,1,47.6,1,47.6,2870570,READY TO WEAR,COLLECTIONS RTW
13973741,887650000000,1203403934,5/25/2016,,16.79,1,16.79,,,2871346,READY TO WEAR,SPECIAL SIZES
13973741,887650000000,1216331337,7/26/2016,,15.99,2,31.98,,,2871346,READY TO WEAR,SPECIAL SIZES
13973741,887650000000,1202888878,5/20/2016,,20.99,1,20.99,,,2871346,READY TO WEAR,SPECIAL SIZES
10921915,709271000000,1244524899,9/22/2016,,175,1,175,,,2872733,HOME,SOFT HOME
10921915,709271000000,1354000980,12/25/2016,,129.99,1,129.99,,,2872733,HOME,SOFT HOME
13044814,734737000000,1220170866,04-08-2016,8/15/2016,19.99,1,19.99,1,19.99,2874957,HOME,SOFT HOME
13044814,734737000000,1220333868,05-08-2016,8/26/2016,18.39,1,18.39,1,18.39,2874957,HOME,SOFT HOME
10436328,888375000000,1257770241,06-10-2016,,32.13,1,32.13,,,2883858,READY TO WEAR,MILLENNIAL/DENIM
10436328,888375000000,1249845354,9/30/2016,11-10-2016,74.99,1,74.99,1,74.99,2883858,READY TO WEAR,MILLENNIAL/DENIM
10875267,789448000000,1230478392,8/24/2016,,29.99,1,29.99,,,2897513,READY TO WEAR,MILLENNIAL/DENIM
10875267,789448000000,1218088554,7/31/2016,,39,1,39,,,2897513,READY TO WEAR,MILLENNIAL/DENIM
10927004,90563605095,1320681345,11/28/2016,,32.99,1,32.99,,,2900016,MENS & KIDS,TOTAL MENS
10927004,90563605095,1321491066,11/28/2016,,32.99,1,32.99,,,2900016,MENS & KIDS,TOTAL MENS
14002727,190050000000,1249134418,06-11-2016,11/13/2016,280.13,1,280.13,1,280.13,2911561,CENTER CORE,HANDBAGS & ACCESSORIES
14002727,190050000000,1306890723,11/24/2016,12/28/2016,280.13,1,280.13,1,224.1,2911561,CENTER CORE,HANDBAGS & ACCESSORIES
11196903,706256000000,1335058164,08-12-2016,,20.29,1,20.29,,,2916049,CENTER CORE,INTIMATE APPAREL/HOSIERY
11196903,706256000000,1335029910,08-12-2016,12/17/2016,20.29,1,20.29,1,20.29,2916049,CENTER CORE,INTIMATE APPAREL/HOSIERY
12943392,888135000000,TK16490431595,04-09-2016,9/13/2016,87.2,1,87.2,1,87.2,2916580,READY TO WEAR,CLASSIFICATIONS
12943392,888135000000,TK16590532592,9/15/2016,,67.76,1,67.76,,,2916580,READY TO WEAR,CLASSIFICATIONS
10078495,749709000000,1221653592,09-08-2016,8/22/2016,200.11,1,200.11,1,200.11,2925108,READY TO WEAR,CLASSIFICATIONS
10078495,749709000000,JM16080301803,10-08-2016,8/22/2016,156.75,1,156.75,1,156.75,2925108,READY TO WEAR,CLASSIFICATIONS
14791144,796483000000,1354075155,12/23/2016,,375,1,375,,,2927442,CENTER CORE,FASHION JEWELRY / WATCHES
14791144,796483000000,1355211120,12/23/2016,,375,1,375,,,2927442,CENTER CORE,FASHION JEWELRY / WATCHES
14791144,796483000000,1354583670,12/23/2016,,375,1,375,,,2927442,CENTER CORE,FASHION JEWELRY / WATCHES
14791144,796483000000,1353955683,12/23/2016,,375,1,375,,,2927442,CENTER CORE,FASHION JEWELRY / WATCHES
14791144,796483000000,1353807843,12/23/2016,,375,1,375,,,2927442,CENTER CORE,FASHION JEWELRY / WATCHES
13856589,91204753427,1301881689,11/20/2016,,37.5,1,37.5,,,2936374,READY TO WEAR,MISSY TOTAL ACTIVE
13856589,91204753427,1299950646,11/19/2016,06-12-2016,42.5,1,42.5,1,42.5,2936374,READY TO WEAR,MISSY TOTAL ACTIVE
10322333,190050000000,1296862419,11/13/2016,,66.5,2,133,,,2949715,MENS & KIDS,TOTAL MENS
10322333,190050000000,1359847866,12/29/2016,,38.39,1,38.39,,,2949715,MENS & KIDS,TOTAL MENS
14615000,706257000000,1364060928,07-01-2017,,6.38,1,6.38,,,2960049,CENTER CORE,INTIMATE APPAREL/HOSIERY
14615000,706257000000,1368535872,12-01-2017,,6.84,1,6.84,,,2960049,CENTER CORE,INTIMATE APPAREL/HOSIERY
13789930,706256000000,1354149012,12/25/2016,07-02-2017,16.8,1,16.8,1,16.8,2960201,CENTER CORE,INTIMATE APPAREL/HOSIERY
13789930,706256000000,1354060347,12/25/2016,,16.8,1,16.8,,,2960201,CENTER CORE,INTIMATE APPAREL/HOSIERY
12354271,706256000000,1353070107,12/22/2016,1/17/2017,12.79,1,12.79,1,12.79,2960201,CENTER CORE,INTIMATE APPAREL/HOSIERY
12354271,706256000000,1354632270,12/22/2016,1/17/2017,12.79,1,12.79,1,12.79,2960201,CENTER CORE,INTIMATE APPAREL/HOSIERY
12354271,706256000000,1353279252,12/22/2016,1/17/2017,12.79,1,12.79,1,12.79,2960201,CENTER CORE,INTIMATE APPAREL/HOSIERY
11801644,706257000000,AD16920980427,12/19/2016,,39.99,1,39.99,,,2967575,READY TO WEAR,SPECIAL SIZES
11801644,706257000000,1339152204,11-12-2016,12/19/2016,39.99,1,39.99,1,39.99,2967575,READY TO WEAR,SPECIAL SIZES
10833974,706257000000,1298710947,11/18/2016,02-12-2016,24.99,1,24.99,1,24.99,2975904,READY TO WEAR,SPECIAL SIZES
10833974,706257000000,1307387103,11/25/2016,,12.99,1,12.99,,,2975904,READY TO WEAR,SPECIAL SIZES
13539851,706257000000,1328734998,04-12-2016,,49.99,1,49.99,,,2978098,READY TO WEAR,SPECIAL SIZES
13539851,706257000000,1325861286,01-12-2016,,34.99,1,34.99,,,2978098,READY TO WEAR,SPECIAL SIZES
10344180,685069000000,1353999168,12/25/2016,1/14/2017,66.49,1,66.49,1,66.49,2991685,COST/WORKROOM/LEASE,LEASED
10344180,685069000000,1284137316,06-11-2016,1/14/2017,99.99,1,99.99,1,99.99,2991685,COST/WORKROOM/LEASE,LEASED
15093527,889885000000,1276426164,10/28/2016,07-11-2016,45.5,1,45.5,1,45.5,2992018,CENTER CORE,WOMENS SHOES
15093527,889885000000,1270286352,10/25/2016,07-11-2016,45,1,45,1,45,2992018,CENTER CORE,WOMENS SHOES
12043333,888375000000,1369447245,1/13/2017,05-04-2017,18.99,1,18.99,1,18.99,2996214,READY TO WEAR,MILLENNIAL/DENIM
12043333,888375000000,WS17711061014,1/27/2017,,18.99,1,18.99,,,2996214,READY TO WEAR,MILLENNIAL/DENIM
13137969,190233000000,1314501786,11/26/2016,,39.5,1,39.5,,,2997668,READY TO WEAR,CASUAL RTW
13137969,190233000000,PJ16610451247,11/26/2016,10-12-2016,39.5,1,39.5,1,39.5,2997668,READY TO WEAR,CASUAL RTW
11874909,706256000000,1375266288,1/27/2017,,13.59,1,13.59,,,2999801,READY TO WEAR,SPECIAL SIZES
11874909,706256000000,1281213237,03-11-2016,,27.25,1,27.25,,,2999801,READY TO WEAR,SPECIAL SIZES
15567602,727679000000,1368737619,10-01-2017,1/21/2017,119.25,1,119.25,1,119.25,3032007,CENTER CORE,WOMENS SHOES
15567602,727679000000,1370073573,1/13/2017,,93.81,1,93.81,,,3032007,CENTER CORE,WOMENS SHOES
11743443,706257000000,1352656239,12/20/2016,,27.19,1,27.19,,,3043531,READY TO WEAR,COLLECTIONS RTW
11743443,706257000000,1361956755,02-01-2017,,27.99,1,27.99,,,3043531,READY TO WEAR,COLLECTIONS RTW
11743443,706257000000,1363634355,05-01-2017,,26.99,1,26.99,,,3043531,READY TO WEAR,COLLECTIONS RTW
11778482,190365000000,1342498290,12/14/2016,1/22/2017,29.98,1,29.98,1,29.98,3060712,READY TO WEAR,CASUAL RTW
11778482,190365000000,1343052537,12/14/2016,,29.98,1,29.98,,,3060712,READY TO WEAR,CASUAL RTW
13338310,706257000000,1259886382,11/20/2016,08-12-2016,19.98,1,19.98,1,19.98,3079464,READY TO WEAR,SPECIAL SIZES
13338310,706257000000,1258064029,11/17/2016,,19.98,1,19.98,,,3079464,READY TO WEAR,SPECIAL SIZES
15009046,190233000000,1351235988,12/20/2016,11-01-2017,55.99,1,55.99,1,55.99,3306884,READY TO WEAR,CASUAL RTW
